simulation_id,weight_opportunity,weight_infrastructure,weight_competitive_headroom,weight_data_confidence,minimum_opportunity,minimum_infrastructure,objective_value,portfolio_iso3
146,0.2720848593187287,0.30611339077026123,0.16005561479612815,0.26174613511488193,301.1392871216691,235.2467965637822,378.073942675434,BRA|CHN|IND|MEX|USA
147,0.3467637204991193,0.2758612325435091,0.27626411311174753,0.10111093384562408,314.3765943997739,264.7260663530259,375.7656042183786,BRA|CHN|IND|MEX|USA
148,0.3645510101002446,0.2985850057837793,0.19164978454365236,0.14521419957232387,285.83003934713236,238.1769802650621,382.79787558616056,BRA|CHN|IND|MEX|USA
149,0.3018859229274729,0.3241514480834479,0.28314487861253806,0.09081775037654091,295.1163230114488,266.36473419977176,370.33009171210495,BRA|CHN|IND|MEX|USA
150,0.2196388422168803,0.3999437722499229,0.25897417316362625,0.12144321236957059,312.6773190404313,255.65432004423982,363.5834623325379,BRA|CHN|IND|MEX|USA
151,0.31946703576431396,0.29192273552919756,0.3168051111662614,0.07180511754022717,281.96820546298295,232.5473139877486,370.12238643437564,BRA|CHN|IND|MEX|USA
152,0.2248950700133511,0.3617113596073977,0.31204484246343983,0.10134872791581133,300.9702337825402,264.5473909718392,361.17427329913437,BRA|CHN|IND|MEX|USA
153,0.29398255144310614,0.29686903653899754,0.32428918068908325,0.08485923132881304,270.75413756254136,254.78273303060533,367.61370377145874,BRA|CHN|IND|RUS|USA
154,0.24542673920656696,0.26628741746364054,0.2602854328140991,0.22800041051569334,288.4934948461406,240.50198453407387,369.7471635254276,BRA|CHN|IND|MEX|USA
155,0.2689818066563748,0.3944253451470246,0.19219905071488547,0.14439379748171527,283.1815995281437,235.77153956413903,372.5244702479595,BRA|CHN|IND|MEX|USA
156,0.32643852320211536,0.2983235928223459,0.24232031000799148,0.13291757396754733,323.23947244122485,237.84994835048724,376.1079071029354,BRA|CHN|IND|MEX|USA
157,0.2918382131582836,0.37962889926954024,0.22598810184532178,0.10254478572685433,283.67142900560174,254.15553058665307,372.133361138036,BRA|CHN|IND|MEX|USA
158,0.25222262520089206,0.35162919487498345,0.22753739960180186,0.16861078032232268,280.6134806300412,231.76211370109255,369.9749038788074,BRA|CHN|IND|MEX|USA
159,0.24963982552694372,0.36938575324835743,0.19885559768651007,0.18211882353818884,294.2619156500481,272.893011726282,371.39057437321895,BRA|CHN|IND|MEX|USA
160,0.23499690478703736,0.25244927593379385,0.3148844512667013,0.19766936801246757,316.1310967140776,269.39576512770583,365.78245725291663,BRA|CHN|IND|RUS|USA
161,0.2995454012847756,0.2909102389990753,0.2806996403805763,0.12884471933557276,270.5668105319468,240.17315416308153,371.42222735598637,BRA|CHN|IND|MEX|USA
162,0.31587850375589227,0.23043456679939459,0.2743289281450474,0.17935800129966578,272.0938740644906,253.50951875120532,375.08905219564963,BRA|CHN|IND|MEX|USA
163,0.25226024522939494,0.2565101830714038,0.35819322314571594,0.13303634855348548,278.9492011151328,274.90304826390906,365.4494606229579,BRA|CHN|IND|RUS|USA
164,0.2676476275927302,0.3576131719915211,0.2299658611901698,0.14477333922557897,288.0969476122015,246.84687238908674,370.7441915871556,BRA|CHN|IND|MEX|USA
165,0.2959542086944637,0.31618879413276285,0.254542421717465,0.1333145754553084,307.8455953632357,267.39599839675697,372.3260508577429,BRA|CHN|IND|MEX|USA
166,0.3855187189424855,0.3204850080418753,0.17415046586691757,0.11984580714872164,328.8470349005214,268.78956736440654,384.9808767121134,BRA|CHN|IND|MEX|USA
167,0.3541130412468011,0.25772944700232464,0.16805789246082528,0.22009961929004895,285.66912699806676,269.4838478238022,385.14537409789483,BRA|CHN|IND|MEX|USA
168,0.3013041640776525,0.26430421954355976,0.29175573930990656,0.1426358770688812,279.939936883942,261.6385532025008,371.57549290811664,BRA|CHN|IND|MEX|USA
