location_id,facility_key,nct_id,facility_name,city,state,postal_code,country_raw,latitude,longitude
6df2907b316a92fcd08b,bd7b3e3916d57660b5c8,NCT07564414,CEMEDIC,CABA,Buenos Aires,C1440CFD,Argentina,,
e5c55965cfc04591cf69,ec0411018328b189ebc0,NCT07564414,Centro de Investigaciones Metabólicas,Capital Federal,Buenos Aires,C1056ABI,Argentina,,
3bcc89ead443d26972ea,9594006513412f743d2e,NCT07564414,CICEMO- Consultorio (Av Directorio),Ciudad Autónoma de Buenos Aires,Buenos Aires,C1424CIQ,Argentina,,
6a65a9e5f42f234b28bf,e79d0e72c3a38b26d7f7,NCT07564414,Centro Médico Arsema,Ciudad Autónoma de Buenos Aires,Buenos Aires,C1427,Argentina,,
3b1c98b9156528b5e9f7,10a42d9b4ecd2a80f6b8,NCT07564414,Centro de Investigación C.I.C.E 9 de Julio - Sanatorio 9 de Julio,San Miguel de Tucumán,Tucumán Province,T4000DPX,Argentina,-26.81601,-65.21051
021cad9aefdd73e0da45,2cc359acb5cb500a3013,NCT07564414,OMI- Organización Médica de Investigación,Buenos Aires,,C1015,Argentina,-34.61315,-58.37723
acfbfa00b9a7aa373353,e95941b634ce41c62416,NCT07564414,Kynet Recoleta,Buenos Aires,,C1119ACU,Argentina,-34.61315,-58.37723
51acb01beeee7a55238c,81a417f7b13327c3f37b,NCT07564414,Hospital Sirio Libanes,Buenos Aires,,C1419,Argentina,-34.61315,-58.37723
d9671934ac03bd0e75f8,bfec4324ae492d0fcc75,NCT07564414,Centro Medico Dra. Laura Maffei e Investigacion Clínica Apli,Buenos Aires,,C1425AGC,Argentina,-34.61315,-58.37723
32dcfe5e824db0aa0681,e1d9b7f424fc76ccd227,NCT07564414,CEDIC Centro de Investigación Clínica,CABA,,C1060ABA,Argentina,,
67c04af9e8bf8b4a1a30,6fd7ae6875bf3065464d,NCT07564414,CIPREC Arenales,CABA,,C1061AAS.,Argentina,,
d7617465866312103ca2,b048de3d9b5ce5dea06b,NCT07564414,Centro Médico Viamonte SRL,CABA,,C1120AAC,Argentina,,
1ab16c54c6d560569d5a,31dcddfb069e78b6d017,NCT07564414,Instituto Centenario,Ciudad de Buenos Aires,,C1204AAD,Argentina,,
06ff728a18d7a81ffe27,17e7590b402c58f4fa55,NCT07564414,CEDIR - Centro de diagnóstico y rehabilitación Santa Fe,Santa Fe,,S3000FSO,Argentina,-31.64881,-60.70868
2a80d74e18b82d4281cd,04f46672b5e1662c21e8,NCT07564414,Sanatorio Norte,Santiago del Estero,,G4200,Argentina,-27.80047,-64.26285
51ddb62d6c210cb0a005,c9374226985865303290,NCT07564414,Sydney Clinical Trials,Campbelltown,New South Wales,2560,Australia,-34.06667,150.81667
ce8bd3732fe95221d0c4,ee09c15d8a1012adf365,NCT07564414,Gosford Renal Research,Gosford,New South Wales,2250,Australia,-33.4244,151.34399
bc466a959c3ce2e11db9,c62958f1092666943653,NCT07564414,Sydney Cardiometabolic Centre,Liverpool,New South Wales,2170,Australia,-33.91938,150.92588
6c2eb542fc629299fd34,e6dd21537a23244a54ea,NCT07564414,Hunter Diabetes Centre,Merewether,New South Wales,2291,Australia,-32.94801,151.74325
efe18ff6fa9f52a3adf7,7575ecb7009bc5959609,NCT07564414,University of Sunshine Coast - Vitality Village,Birtinya,Queensland,4575,Australia,-26.74322,153.11913
94d49988f1bc8926a2f8,423e316b56978d71f926,NCT07564414,University of Sunshine Coast - South Brisbane,South Brisbane,Queensland,4101,Australia,-27.48034,153.02049
21d5cb68820b213a36a0,2b35d029f00da5553b31,NCT07564414,Emeritus Research Melbourne,Camberwell,Victoria,3124,Australia,-37.84205,145.0694
afcd1cd9606da5a17d45,1b0189a0a0d88346ce47,NCT07564414,Medical University of Graz,Graz,,8036,Austria,47.06733,15.44197
f2a147ef9af4bcfdb670,7b8327ca223513eaed9d,NCT07564414,Ordination Winhofer-Stöckl,Mattersburg,,7210,Austria,47.73333,16.4
bc0712c36ee5c22836c3,11e508ede96130ba5360,NCT07564414,Fließer-Görzer [Ordination],Saint Stefan,,8511,Austria,,
eda71c217d008704ac64,efc691bf1393865e2b4a,NCT07564414,Klinik Landstraße,Vienna,,1030,Austria,48.20849,16.37208
bfff6cca75f83453d7c6,184ed2967b7f2d1a674f,NCT07564414,Universitätsklinikum AKH Wien,Vienna,,1090,Austria,48.20849,16.37208
f1587d20761f8397e581,7387e467c733e66cf60c,NCT07564414,Ordination Dr. Günter Sokol,Vienna,,1120,Austria,48.20849,16.37208
86ffa6346a2ad9091387,d3ed767304ce8a840f15,NCT07564414,Klinik Hietzing 3. Med. Abt.,Vienna,,1130,Austria,48.20849,16.37208
ccc717165ea65cdb8451,ec442c472615c65974ce,NCT07564414,Itariu [Ordination],Vienna,,1180,Austria,48.20849,16.37208
ce92e72bb64cb89acead,b8b706c173a325e16909,NCT07564414,Anima Research Center,Alken,,3570,Belgium,50.87553,5.30558
59eb225e2b76beef1b2e,d4c6bd65c8d07000a895,NCT07564414,Cliniques universitaires Saint-Luc,Brussels,,1200,Belgium,50.85045,4.34878
4404af2d1fc7f1f798f0,0784bec2aa756ab7eea0,NCT07564414,KORMONT,Kluisbergen,,9690,Belgium,,
0a26a142587df840eb4a,a0e520323d149e6f750d,NCT07564414,CHU Tivoli,La Louvière,,7100,Belgium,50.48657,4.18785
bcc38b64fdbaa6525f6a,a1ea7a18a81e04bf0e5a,NCT07564414,MECLINAS,Mechelen,,2800,Belgium,51.02574,4.47762
150111e6135f6ec79696,9880a6552e1f84115024,NCT07564414,AZ Delta - Roeselare,Roeselare,,8800,Belgium,50.94653,3.12269
