nct_id,sponsor_role,sponsor_name,sponsor_class
NCT00134199,LEAD,Pfizer,INDUSTRY
NCT00231634,LEAD,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY
NCT07232719,LEAD,Eli Lilly and Company,INDUSTRY
NCT05780008,LEAD,Michigan State University,OTHER
NCT05780008,COLLABORATOR,Michigan Health Endowment Fund,OTHER
NCT06066515,LEAD,Boehringer Ingelheim,INDUSTRY
NCT06909006,LEAD,Nordsjaellands Hospital,OTHER
NCT06909006,COLLABORATOR,Steno Diabetes Center Copenhagen,OTHER
NCT06909006,COLLABORATOR,Steno Diabetes Center Odense,OTHER
NCT06909006,COLLABORATOR,Zealand University Hospital,OTHER
NCT06909006,COLLABORATOR,Aarhus University Hospital,OTHER
NCT05514535,LEAD,Novo Nordisk A/S,INDUSTRY
NCT06905626,LEAD,University of Minnesota,OTHER
NCT01535014,LEAD,Materia Medica Holding,INDUSTRY
NCT01234649,LEAD,Woman's,OTHER
NCT01234649,COLLABORATOR,Novo Nordisk A/S,INDUSTRY
NCT02750826,LEAD,Alliance for Clinical Trials in Oncology,OTHER
NCT02750826,COLLABORATOR,National Cancer Institute (NCI),NIH
NCT02750826,COLLABORATOR,Division of Cancer Control,UNKNOWN
NCT02750826,COLLABORATOR,"NIH Biomarker, Imaging and Quality of Life Studies Funding Program (BIQSFP)",UNKNOWN
NCT02750826,COLLABORATOR,Canadian Cancer Trials Group,NETWORK
NCT03811574,LEAD,Novo Nordisk A/S,INDUSTRY
NCT00447291,LEAD,Children's Heart Center,INDUSTRY
NCT00447291,COLLABORATOR,"Zone Laboratories, Inc.",INDUSTRY
NCT02098317,LEAD,Bambino Gesù Hospital and Research Institute,OTHER
NCT00239967,LEAD,Sanofi,INDUSTRY
NCT05646199,LEAD,University of Hull,OTHER
NCT05816798,LEAD,University of Nove de Julho,OTHER
NCT05816798,COLLABORATOR,Universidade Federal de Goias,OTHER
NCT05638893,LEAD,Tanta University,OTHER
NCT00236665,LEAD,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY
NCT00147264,LEAD,McMaster University,OTHER
NCT00147264,COLLABORATOR,Boehringer Ingelheim,INDUSTRY
NCT00147264,COLLABORATOR,Canadian Institutes of Health Research (CIHR),OTHER_GOV
NCT00147264,COLLABORATOR,Heart and Stroke Foundation of Canada,OTHER
NCT00147264,COLLABORATOR,Medtronic,INDUSTRY
NCT01264393,LEAD,The Miriam Hospital,OTHER
NCT01264393,COLLABORATOR,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT07481747,LEAD,Hudson Biotech,INDUSTRY
NCT01763528,LEAD,Isfahan University of Medical Sciences,OTHER
NCT01320722,LEAD,Brigham and Women's Hospital,OTHER
NCT01320722,COLLABORATOR,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT01030354,LEAD,"University of California, Los Angeles",OTHER
NCT01030354,COLLABORATOR,National Institutes of Health (NIH),NIH
NCT01030354,COLLABORATOR,"Herbalife International of America, Inc.",INDUSTRY
NCT02143349,LEAD,Olive Lifesciences Pvt Ltd,INDUSTRY
NCT02143349,COLLABORATOR,"College of Health and Biomedicine, Victoria University",UNKNOWN
NCT05653258,LEAD,Cedars-Sinai Medical Center,OTHER
NCT05653258,COLLABORATOR,National Institute on Aging (NIA),NIH
NCT03758638,LEAD,Washington University School of Medicine,OTHER
NCT06994650,LEAD,"Fujian Shengdi Pharmaceutical Co., Ltd.",INDUSTRY
NCT05032326,LEAD,"University Hospital, Toulouse",OTHER
NCT02077517,LEAD,Hospital Universitario Virgen de la Arrixaca,OTHER
NCT02478580,LEAD,University of Texas Southwestern Medical Center,OTHER
NCT01344161,LEAD,Tehran University of Medical Sciences,OTHER
NCT01344161,COLLABORATOR,Shahid Beheshti University of Medical Sciences,OTHER
NCT00394212,LEAD,C. R. Bard,INDUSTRY
NCT02840916,LEAD,Chang Gung Memorial Hospital,OTHER
NCT04605081,LEAD,Yale University,OTHER
NCT04605081,COLLABORATOR,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT07104500,LEAD,"Viking Therapeutics, Inc.",INDUSTRY
NCT02042664,LEAD,Assistance Publique Hopitaux De Marseille,OTHER
NCT01568437,LEAD,"University Health Network, Toronto",OTHER
NCT05384431,LEAD,Exerkine Corporation,INDUSTRY
NCT05384431,COLLABORATOR,University of Waterloo,OTHER
NCT06633783,LEAD,"Hangzhou Jiuyuan Gene Engineering Co. Ltd.,",INDUSTRY
NCT03554031,LEAD,"Changchun GeneScience Pharmaceutical Co., Ltd.",INDUSTRY
NCT03554031,COLLABORATOR,Children's Hospital of Fudan University,OTHER
NCT03554031,COLLABORATOR,Huazhong University of Science and Technology,OTHER
NCT03554031,COLLABORATOR,Beijing Children's Hospital,OTHER
NCT03554031,COLLABORATOR,Peking University First Hospital,OTHER
NCT03554031,COLLABORATOR,Peking Union Medical College Hospital,OTHER
NCT03554031,COLLABORATOR,The Children's Hospital of Zhejiang University School of Medicine,OTHER
NCT03746522,LEAD,"Rhythm Pharmaceuticals, Inc.",INDUSTRY
NCT00779207,LEAD,Washington University School of Medicine,OTHER
NCT05172999,LEAD,Fudan University,OTHER
NCT02216552,LEAD,University of Manitoba,OTHER
NCT02216552,COLLABORATOR,dsm-firmenich Switzerland AG,INDUSTRY
NCT00197132,LEAD,GlaxoSmithKline,INDUSTRY
NCT00302263,LEAD,University of Copenhagen,OTHER
NCT00302263,COLLABORATOR,Metabolife,INDUSTRY
NCT02681887,LEAD,Brigham and Women's Hospital,OTHER
NCT00412698,LEAD,Sanofi,INDUSTRY
NCT06066528,LEAD,Boehringer Ingelheim,INDUSTRY
NCT05516953,LEAD,Tanta University,OTHER
NCT01560130,LEAD,The Miriam Hospital,OTHER
NCT01560130,COLLABORATOR,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT01068626,LEAD,Göteborg University,OTHER
NCT01068626,COLLABORATOR,Sahlgrenska University Hospital,OTHER
NCT01552694,LEAD,Washington University School of Medicine,OTHER
NCT00108459,LEAD,US Department of Veterans Affairs,FED
NCT06588283,LEAD,Eli Lilly and Company,INDUSTRY
NCT05929066,LEAD,Eli Lilly and Company,INDUSTRY
NCT00302276,LEAD,University of Copenhagen,OTHER
NCT05387798,LEAD,"Radius Pharmaceuticals, Inc.",INDUSTRY
NCT00289887,LEAD,Organon and Co,INDUSTRY
NCT07654374,LEAD,"Gasherbrum Bio, Inc., a wholly owned subsidiary of Structure Therapeutics",INDUSTRY
NCT01113996,LEAD,Assistance Publique - Hôpitaux de Paris,OTHER
NCT01774682,LEAD,"Centre Hospitalier Universitaire, Amiens",OTHER
NCT04775082,LEAD,Novo Nordisk A/S,INDUSTRY
NCT07297290,LEAD,University Of Nigeria Teaching Hospital,NETWORK
NCT07297290,COLLABORATOR,Cures Within Reach,OTHER
NCT05632068,LEAD,Chang Gung Memorial Hospital,OTHER
NCT06672549,LEAD,Eli Lilly and Company,INDUSTRY
NCT02116517,LEAD,National Yang Ming Chiao Tung University,OTHER
NCT02116517,COLLABORATOR,Taipei City Hospital,OTHER_GOV
NCT06041217,LEAD,Novo Nordisk A/S,INDUSTRY
NCT00228176,LEAD,Sanofi,INDUSTRY
NCT00408850,LEAD,Baker Heart Research Institute,OTHER
NCT00408850,COLLABORATOR,"National Heart Foundation, Australia",OTHER
NCT06144645,LEAD,Foundation for Prader-Willi Research,OTHER
NCT06144645,COLLABORATOR,RTI International,OTHER
NCT00393172,LEAD,University of Minnesota,OTHER
NCT00393172,COLLABORATOR,National Cancer Institute (NCI),NIH
NCT03771326,LEAD,Quaid-e-Azam University,OTHER
NCT05813925,LEAD,Novo Nordisk A/S,INDUSTRY
NCT01010789,LEAD,Lindner Center of HOPE,OTHER
NCT01010789,COLLABORATOR,Cephalon,INDUSTRY
NCT01010789,COLLABORATOR,University of Cincinnati,OTHER
NCT00396448,LEAD,Pfizer,INDUSTRY
NCT00434655,LEAD,North Texas Veterans Healthcare System,FED
NCT02664441,LEAD,Seattle Children's Hospital,OTHER
NCT02664441,COLLABORATOR,Children's Hospitals and Clinics of Minnesota,OTHER
NCT02664441,COLLABORATOR,Vanderbilt University,OTHER
NCT04510493,LEAD,"University Hospital, Basel, Switzerland",OTHER
NCT04510493,COLLABORATOR,Novartis,INDUSTRY
NCT04510493,COLLABORATOR,Swiss National Science Foundation,OTHER
NCT06931028,LEAD,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY
NCT03649477,LEAD,"Levo Therapeutics, Inc.",INDUSTRY
NCT06176365,LEAD,Boehringer Ingelheim,INDUSTRY
NCT05098509,LEAD,"Radius Pharmaceuticals, Inc.",INDUSTRY
NCT00209482,LEAD,Glaser Pediatric Research Network,NETWORK
NCT00209482,COLLABORATOR,Elizabeth Glaser Pediatric AIDS Foundation,OTHER
NCT05890976,LEAD,Novo Nordisk A/S,INDUSTRY
NCT02721953,LEAD,Federico II University,OTHER
NCT02810483,LEAD,Assistance Publique - Hôpitaux de Paris,OTHER
NCT06918405,LEAD,Chittagong Medical College,OTHER
NCT01326442,LEAD,University of Guelph,OTHER
NCT06974851,LEAD,"Fujian Shengdi Pharmaceutical Co., Ltd.",INDUSTRY
NCT07332273,LEAD,Fundación Pública Andaluza para la Investigación de Málaga en Biomedicina y Salud,OTHER
NCT07255209,LEAD,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY
NCT04998136,LEAD,Novo Nordisk A/S,INDUSTRY
NCT06489457,LEAD,University Medical Centre Ljubljana,OTHER
NCT06396429,LEAD,"Fujian Shengdi Pharmaceutical Co., Ltd.",INDUSTRY
NCT05607680,LEAD,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY
NCT01332877,LEAD,Wolfson Medical Center,OTHER_GOV
NCT00438061,LEAD,The University of Western Australia,OTHER
NCT06760546,LEAD,"Rhythm Pharmaceuticals, Inc.",INDUSTRY
NCT00277641,LEAD,Lindner Center of HOPE,OTHER
NCT00277641,COLLABORATOR,GlaxoSmithKline,INDUSTRY
NCT00277641,COLLABORATOR,University of Cincinnati,OTHER
NCT03842501,LEAD,Golo,INDUSTRY
NCT07011667,LEAD,Novo Nordisk A/S,INDUSTRY
NCT02525016,LEAD,Hospices Civils de Lyon,OTHER
NCT03554525,LEAD,Instituto de Investigación Hospital Universitario La Paz,OTHER
NCT01886482,LEAD,Isfahan University of Medical Sciences,OTHER
NCT02751840,LEAD,Tel Hai College,OTHER
NCT03837626,LEAD,University of Missouri-Columbia,OTHER
NCT01131390,LEAD,Bridgeport Hospital,OTHER
NCT01358890,LEAD,Chinese Academy of Sciences,OTHER_GOV
NCT01358890,COLLABORATOR,Harvard School of Public Health (HSPH),OTHER
NCT01465724,LEAD,UMC Utrecht,OTHER
NCT07351045,LEAD,Hoffmann-La Roche,INDUSTRY
NCT00781547,LEAD,Göteborg University,OTHER
NCT00781547,COLLABORATOR,Pfizer,INDUSTRY
NCT02213159,LEAD,American University of Beirut Medical Center,OTHER
NCT07284979,LEAD,Kailera,INDUSTRY
NCT07279194,LEAD,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY
NCT01794429,LEAD,Bjorn H. Ebdrup,OTHER
NCT01388205,LEAD,National University of Singapore,OTHER
NCT02718950,LEAD,"University of Campinas, Brazil",OTHER
NCT03042741,LEAD,Immunitor LLC,INDUSTRY
NCT03042741,COLLABORATOR,"Federal State Budget Institution Research Center for Obstetrics, Gynecology and Perinatology Ministry of Healthcare",OTHER_GOV
NCT02963922,LEAD,Novo Nordisk A/S,INDUSTRY
NCT03374956,LEAD,Mayo Clinic,OTHER
NCT00166205,LEAD,Ethicon Endo-Surgery,INDUSTRY
NCT07718126,LEAD,West China Hospital,OTHER
NCT07718126,COLLABORATOR,Beijing Friendship Hospital,OTHER
NCT07718126,COLLABORATOR,Anhui Provincial Hospital,OTHER_GOV
NCT07718126,COLLABORATOR,The Second Affiliated Hospital of Chongqing Medical University,OTHER
NCT07718126,COLLABORATOR,First Affiliated Hospital of Chongqing Medical University,OTHER
NCT05444153,LEAD,Novo Nordisk A/S,INDUSTRY
NCT03541005,LEAD,Catalysis SL,INDUSTRY
NCT01467284,LEAD,"University of Massachusetts, Worcester",OTHER
NCT00375492,LEAD,AstraZeneca,INDUSTRY
NCT00375492,COLLABORATOR,Eli Lilly and Company,INDUSTRY
NCT00628277,LEAD,University of Vermont,OTHER
